"X","word","freq","sector","avg.freq"
"4375","lack",33,2,9.83333333333333
"12689","lack",4,3,9.83333333333333
"16316","lack",4,4,9.83333333333333
"20569","lack",9,5,9.83333333333333
"25981","lack",2,6,9.83333333333333
"415","problems",8,1,9.83333333333333
"4456","problems",27,2,9.83333333333333
"12729","problems",4,3,9.83333333333333
"15877","problems",7,4,9.83333333333333
"20745","problems",7,5,9.83333333333333
"25130","problems",6,6,9.83333333333333
"597","questions",6,1,9.83333333333333
"4640","questions",19,2,9.83333333333333
"13003","questions",3,3,9.83333333333333
"15389","questions",18,4,9.83333333333333
"20527","questions",10,5,9.83333333333333
"25632","questions",3,6,9.83333333333333
"1258","seek",3,1,9.83333333333333
"4565","seek",22,2,9.83333333333333
"13029","seek",3,3,9.83333333333333
"15606","seek",11,4,9.83333333333333
"20259","seek",18,5,9.83333333333333
"26158","seek",2,6,9.83333333333333
"425","share",8,1,9.83333333333333
"4676","share",18,2,9.83333333333333
"12758","share",4,3,9.83333333333333
"15995","share",6,4,9.83333333333333
"20288","share",17,5,9.83333333333333
"25143","share",6,6,9.83333333333333
"427","some",8,1,9.83333333333333
"4413","some",30,2,9.83333333333333
"12593","some",5,3,9.83333333333333
"16759","some",3,4,9.83333333333333
"21289","some",4,5,9.83333333333333
"24929","some",9,6,9.83333333333333
"452","concept",7,1,9.8
"4977","concept",11,2,9.8
"12633","concept",4,3,9.8
"15328","concept",22,4,9.8
"20941","concept",5,5,9.8
"651","convention",5,1,9.8
"4362","convention",34,2,9.8
"13198","convention",2,3,9.8
"16045","convention",5,4,9.8
"21396","convention",3,5,9.8
"4832","sectors",14,2,9.8
"13028","sectors",3,3,9.8
"15510","sectors",13,4,9.8
"20287","sectors",17,5,9.8
"26155","sectors",2,6,9.8
"4971","awareness",11,2,9.75
"12812","awareness",3,3,9.75
"15427","awareness",15,4,9.75
"20496","awareness",10,5,9.75
"1386","any",2,1,9.66666666666667
"4438","any",27,2,9.66666666666667
"12802","any",3,3,9.66666666666667
"15723","any",8,4,9.66666666666667
"20410","any",12,5,9.66666666666667
"25070","any",6,6,9.66666666666667
"2539","commercial",1,1,9.66666666666667
"4546","commercial",22,2,9.66666666666667
"13169","commercial",2,3,9.66666666666667
"15730","commercial",8,4,9.66666666666667
"20223","commercial",19,5,9.66666666666667
"25077","commercial",6,6,9.66666666666667
"828","discuss",4,1,9.66666666666667
"4910","discuss",12,2,9.66666666666667
"12141","discuss",12,3,9.66666666666667
"15529","discuss",12,4,9.66666666666667
"20418","discuss",12,5,9.66666666666667
"25092","discuss",6,6,9.66666666666667
"301","greater",10,1,9.66666666666667
"4582","greater",21,2,9.66666666666667
"12173","greater",11,3,9.66666666666667
"16083","greater",5,4,9.66666666666667
"20824","greater",6,5,9.66666666666667
"25216","greater",5,6,9.66666666666667
"1869","organisations",2,1,9.66666666666667
"4828","organisations",14,2,9.66666666666667
"12082","organisations",15,3,9.66666666666667
"16127","organisations",5,4,9.66666666666667
"20257","organisations",18,5,9.66666666666667
"25371","organisations",4,6,9.66666666666667
"513","special",7,1,9.66666666666667
"4617","special",20,2,9.66666666666667
"12106","special",14,3,9.66666666666667
"15475","special",14,4,9.66666666666667
"24240","special",1,5,9.66666666666667
"26173","special",2,6,9.66666666666667
"377","challenge",8,1,9.5
"4508","challenge",24,2,9.5
"12508","challenge",5,3,9.5
"16037","challenge",5,4,9.5
"20616","challenge",8,5,9.5
"25008","challenge",7,6,9.5
"1080","created",3,1,9.5
"4652","created",18,2,9.5
"12514","created",5,3,9.5
"15571","created",11,4,9.5
"20298","created",16,5,9.5
"25294","created",4,6,9.5
"672","engage",5,1,9.5
"4738","engage",16,2,9.5
"12887","engage",3,3,9.5
"15492","engage",13,4,9.5
"20267","engage",17,5,9.5
"25518","engage",3,6,9.5
"305","main",10,1,9.5
"5095","main",10,2,9.5
"12080","main",15,3,9.5
"15866","main",7,4,9.5
"20467","main",11,5,9.5
"25353","main",4,6,9.5
"945","procedures",4,1,9.5
"4590","procedures",21,2,9.5
"12318","procedures",8,3,9.5
"15551","procedures",12,4,9.5
"21045","procedures",5,5,9.5
"25042","procedures",7,6,9.5
"1936","proposals",2,1,9.5
"4591","proposals",21,2,9.5
"12469","proposals",6,3,9.5
"16357","proposals",4,4,9.5
"20282","proposals",17,5,9.5
"25043","proposals",7,6,9.5
"1270","similar",3,1,9.5
"4459","similar",27,2,9.5
"12128","similar",13,3,9.5
"15996","similar",6,4,9.5
"21063","similar",5,5,9.5
"25667","similar",3,6,9.5
"359","such",9,1,9.5
"4542","such",23,2,9.5
"12599","such",5,3,9.5
"15788","such",8,4,9.5
"20481","such",11,5,9.5
"27691","such",1,6,9.5
"4850","capacities",13,2,9.5
"15911","capacities",6,4,9.5
"4531","equitable",23,2,9.5
"12249","equitable",9,3,9.5
"17052","equitable",2,4,9.5
"25311","equitable",4,6,9.5
"1076","consistent",3,1,9.33333333333333
"4383","consistent",32,2,9.33333333333333
"12843","consistent",3,3,9.33333333333333
"15735","consistent",8,4,9.33333333333333
"20624","consistent",8,5,9.33333333333333
"25796","consistent",2,6,9.33333333333333
"1143","identify",3,1,9.33333333333333
"5166","identify",9,2,9.33333333333333
"12004","identify",21,3,9.33333333333333
"16090","identify",5,4,9.33333333333333
"20302","identify",16,5,9.33333333333333
"25940","identify",2,6,9.33333333333333
"1962","region",2,1,9.33333333333333
"4332","region",38,2,9.33333333333333
"12741","region",4,3,9.33333333333333
"16367","region",4,4,9.33333333333333
"21579","region",3,5,9.33333333333333
"25246","region",5,6,9.33333333333333
"730","require",5,1,9.33333333333333
"4437","require",28,2,9.33333333333333
"12744","require",4,3,9.33333333333333
"15782","require",8,4,9.33333333333333
"21590","require",3,5,9.33333333333333
"24984","require",8,6,9.33333333333333
"508","restrictions",7,1,9.33333333333333
"4674","restrictions",18,2,9.33333333333333
"12393","restrictions",7,3,9.33333333333333
"15358","restrictions",20,4,9.33333333333333
"21594","restrictions",3,5,9.33333333333333
"27545","restrictions",1,6,9.33333333333333
"3880","statement",1,1,9.33333333333333
"4401","statement",31,2,9.33333333333333
"12762","statement",4,3,9.33333333333333
"15786","statement",8,4,9.33333333333333
"20760","statement",7,5,9.33333333333333
"25256","statement",5,6,9.33333333333333
"4745","increased",16,2,9.2
"12544","increased",5,3,9.2
"15852","increased",7,4,9.2
"20329","increased",15,5,9.2
"25566","increased",3,6,9.2
"440","additional",7,1,9.16666666666667
"4647","additional",18,2,9.16666666666667
"12492","additional",5,3,9.16666666666667
"15519","additional",12,4,9.16666666666667
"20491","additional",10,5,9.16666666666667
"25437","additional",3,6,9.16666666666667
"640","collective",5,1,9.16666666666667
"4600","collective",20,2,9.16666666666667
"12627","collective",4,3,9.16666666666667
"15916","collective",6,4,9.16666666666667
"20938","collective",5,5,9.16666666666667
"24743","collective",15,6,9.16666666666667
"1518","contract",2,1,9.16666666666667
"4420","contract",29,2,9.16666666666667
"13192","contract",2,3,9.16666666666667
"15736","contract",8,4,9.16666666666667
"21133","contract",4,5,9.16666666666667
"24857","contract",10,6,9.16666666666667
"466","engagement",7,1,9.16666666666667
"5075","engagement",10,2,9.16666666666667
"12888","engagement",3,3,9.16666666666667
"15674","engagement",9,4,9.16666666666667
"20300","engagement",16,5,9.16666666666667
"24863","engagement",10,6,9.16666666666667
"181","initiative",14,1,9.16666666666667
"4996","initiative",11,2,9.16666666666667
"12306","initiative",8,3,9.16666666666667
"15855","initiative",7,4,9.16666666666667
"20466","initiative",11,5,9.16666666666667
"25338","initiative",4,6,9.16666666666667
"3211","itu",1,1,9.16666666666667
"4537","itu",23,2,9.16666666666667
"12255","itu",9,3,9.16666666666667
"15860","itu",7,4,9.16666666666667
"20656","itu",8,5,9.16666666666667
"25032","itu",7,6,9.16666666666667
"3437","offer",1,1,9.16666666666667
"4666","offer",18,2,9.16666666666667
"12312","offer",8,3,9.16666666666667
"15965","offer",6,4,9.16666666666667
"20335","offer",15,5,9.16666666666667
"25040","offer",7,6,9.16666666666667
"421","result",8,1,9.16666666666667
"4644","result",19,2,9.16666666666667
"14830","result",1,3,9.16666666666667
"15701","result",9,4,9.16666666666667
"20370","result",14,5,9.16666666666667
"25405","result",4,6,9.16666666666667
"521","according",6,1,9
"4843","according",13,2,9
"12489","according",5,3,9
"15518","according",12,4,9
"20375","according",13,5,9
"25163","according",5,6,9
"37","blog",32,1,9
"8618","blog",1,2,9
"16913","blog",2,4,9
"26432","blog",1,6,9
"636","build",5,1,9
"4683","build",17,2,9
"12283","build",8,3,9
"16217","build",4,4,9
"20295","build",16,5,9
"25282","build",4,6,9
"454","consider",7,1,9
"4770","consider",15,2,9
"12287","consider",8,3,9
"15525","consider",12,4,9
"20451","consider",11,5,9
"26571","consider",1,6,9
"112","economies",18,1,9
"5251","economies",8,2,9
"12527","economies",5,3,9
"16537","economies",3,4,9
"20353","economies",14,5,9
"25093","economies",6,6,9
"834","effectively",4,1,9
"4626","effectively",19,2,9
"12207","effectively",10,3,9
"15623","effectively",10,4,9
"20964","effectively",5,5,9
"25094","effectively",6,6,9
"1110","europe",3,1,9
"4691","europe",17,2,9
"12143","europe",12,3,9
"15535","europe",12,4,9
"20639","europe",8,5,9
"25877","europe",2,6,9
"1170","legitimate",3,1,9
"4423","legitimate",29,2,9
"12374","legitimate",7,3,9
"15862","legitimate",7,4,9
"20841","legitimate",6,5,9
"25993","legitimate",2,6,9
"353","neutralers",9,1,9
"921","operations",4,1,9
"4452","operations",27,2,9
"13432","operations",2,3,9
"16125","operations",5,4,9
"21030","operations",5,5,9
"24837","operations",11,6,9
"1983","risk",2,1,9
"4753","risk",16,2,9
"12322","risk",8,3,9
"17406","risk",2,4,9
"20181","risk",22,5,9
"25408","risk",4,6,9
"743","strengthen",5,1,9
"4756","strengthen",16,2,9
"12009","strengthen",21,3,9
"16160","strengthen",5,4,9
"21069","strengthen",5,5,9
"26181","strengthen",2,6,9
"4857","dnsa",13,2,9
"25198","dnsa",5,6,9
"4741","foster",16,2,9
"12444","foster",6,3,9
"15940","foster",6,4,9
"20356","foster",14,5,9
"25542","foster",3,6,9
"9797","icanns",1,2,9
"12050","icanns",17,3,9
"24910","icanns",9,6,9
"4518","plenary",24,2,9
"17326","plenary",2,4,9
"27402","plenary",1,6,9
"12686","internets",4,3,9
"24765","internets",14,6,9
"12236","wsis+10",10,3,9
"15795","wsis+10",8,4,9
"24918","openstand",9,6,9
"2264","addressing",1,1,8.83333333333333
"4723","addressing",16,2,8.83333333333333
"12278","addressing",8,3,8.83333333333333
"15655","addressing",9,4,8.83333333333333
"20445","addressing",11,5,8.83333333333333
"24938","addressing",8,6,8.83333333333333
"470","etc",7,1,8.83333333333333
"4533","etc",23,2,8.83333333333333
"12657","etc",4,3,8.83333333333333
"15743","etc",8,4,8.83333333333333
"21169","etc",4,5,8.83333333333333
"25022","etc",7,6,8.83333333333333
"857","forms",4,1,8.83333333333333
"4486","forms",25,2,8.83333333333333
"12443","forms",6,3,8.83333333333333
"15540","forms",12,4,8.83333333333333
"21447","forms",3,5,8.83333333333333
"25541","forms",3,6,8.83333333333333
"3179","internet-related",1,1,8.83333333333333
"4558","internet-related",22,2,8.83333333333333
"12099","internet-related",14,3,8.83333333333333
"15755","internet-related",8,4,8.83333333333333
"20729","internet-related",7,5,8.83333333333333
"27056","internet-related",1,6,8.83333333333333
"473","four",7,1,8.8
"4994","four",11,2,8.8
"15421","four",16,4,8.8
"20718","four",7,5,8.8
"25544","four",3,6,8.8
"363","want",9,1,8.8
"4622","want",20,2,8.8
"12777","want",4,3,8.8
"19918","want",1,4,8.8
"20534","want",10,5,8.8
"335","children",9,1,8.75
"6432","children",3,2,8.75
"15458","children",14,4,8.75
"20547","children",9,5,8.75
"41","class",31,1,8.75
"8776","class",1,2,8.75
"16946","class",2,4,8.75
"22705","class",1,5,8.75
"795","central",4,1,8.66666666666667
"4416","central",29,2,8.66666666666667
"13150","central",2,3,8.66666666666667
"16465","central",3,4,8.66666666666667
"20791","central",6,5,8.66666666666667
"24944","central",8,6,8.66666666666667
"2878","entity",1,1,8.66666666666667
"4514","entity",24,2,8.66666666666667
"12294","entity",8,3,8.66666666666667
"15839","entity",7,4,8.66666666666667
"23096","entity",1,5,8.66666666666667
"24826","entity",11,6,8.66666666666667
"258","goal",11,1,8.66666666666667
"4817","goal",14,2,8.66666666666667
"12364","goal",7,3,8.66666666666667
"15945","goal",6,4,8.66666666666667
"20463","goal",11,5,8.66666666666667
"25552","goal",3,6,8.66666666666667
"894","life",4,1,8.66666666666667
"4700","life",17,2,8.66666666666667
"12375","life",7,3,8.66666666666667
"15367","life",19,4,8.66666666666667
"21501","life",3,5,8.66666666666667
"25995","life",2,6,8.66666666666667
"501","recent",7,1,8.66666666666667
"4672","recent",18,2,8.66666666666667
"12582","recent",5,3,8.66666666666667
"16720","recent",3,4,8.66666666666667
"20432","recent",12,5,8.66666666666667
"25045","recent",7,6,8.66666666666667
"3667","regions",1,1,8.66666666666667
"4943","regions",12,2,8.66666666666667
"12022","regions",19,3,8.66666666666667
"15699","regions",9,4,8.66666666666667
"20747","regions",7,5,8.66666666666667
"25393","regions",4,6,8.66666666666667
"1313","what",3,1,8.66666666666667
"4958","what",12,2,8.66666666666667
"13635","what",2,3,8.66666666666667
"15297","what",26,4,8.66666666666667
"20681","what",8,5,8.66666666666667
"27850","what",1,6,8.66666666666667
"614","yet",6,1,8.66666666666667
"4840","yet",14,2,8.66666666666667
"12781","yet",4,3,8.66666666666667
"15796","yet",8,4,8.66666666666667
"20344","yet",15,5,8.66666666666667
"25265","yet",5,6,8.66666666666667
"4851","cctlds",13,2,8.66666666666667
"21366","cctlds",3,5,8.66666666666667
"24853","cctlds",10,6,8.66666666666667
"4586","mass",21,2,8.66666666666667
"16642","mass",3,4,8.66666666666667
"22086","mass",2,5,8.66666666666667
"1281","supported",3,1,8.6
"4952","supported",12,2,8.6
"12401","supported",7,3,8.6
"15608","supported",11,4,8.6
"20532","supported",10,5,8.6
"4906","collaborative",12,2,8.6
"13166","collaborative",2,3,8.6
"15668","collaborative",9,4,8.6
"20376","collaborative",13,5,8.6
"25010","collaborative",7,6,8.6
"4754","setting",16,2,8.6
"12227","setting",10,3,8.6
"16153","setting",5,4,8.6
"20593","setting",9,5,8.6
"25665","setting",3,6,8.6
"451","clearly",7,1,8.5
"4731","clearly",16,2,8.5
"12165","clearly",11,3,8.5
"15667","clearly",9,4,8.5
"20936","clearly",5,5,8.5
"25472","clearly",3,6,8.5
"2553","competition",1,1,8.5
"4467","competition",26,2,8.5
"12630","competition",4,3,8.5
"16955","competition",2,4,8.5
"20449","competition",11,5,8.5
"25012","competition",7,6,8.5
"1531","creating",2,1,8.5
"4736","creating",16,2,8.5
"12204","creating",10,3,8.5
"16506","creating",3,4,8.5
"20350","creating",14,5,8.5
"25084","creating",6,6,8.5
"469","establish",7,1,8.5
"4606","establish",20,2,8.5
"12361","establish",7,3,8.5
"15936","establish",6,4,8.5
"20636","establish",8,5,8.5
"25521","establish",3,6,8.5
"226","force",12,1,8.5
"4861","force",13,2,8.5
"12363","force",7,3,8.5
"17084","force",2,4,8.5
"20717","force",7,5,8.5
"24868","force",10,6,8.5
"3062","held",1,1,8.5
"4659","held",18,2,8.5
"12676","held",4,3,8.5
"15749","held",8,4,8.5
"20271","held",17,5,8.5
"25558","held",3,6,8.5
"1848","november",2,1,8.5
"4611","november",20,2,8.5
"13426","november",2,3,8.5
"15636","november",10,4,8.5
"737","small",5,1,8.5
"4835","small",14,2,8.5
"12271","small",9,3,8.5
"16156","small",5,4,8.5
"21064","small",5,5,8.5
"24788","small",13,6,8.5
"4798","veto",15,2,8.5
"22367","veto",2,5,8.5
"303","institutional",10,1,8.4
"4746","institutional",16,2,8.4
"12936","institutional",3,3,8.4
"15589","institutional",11,4,8.4
"22024","institutional",2,5,8.4
"1787","markets",2,1,8.4
"4664","markets",18,2,8.4
"12377","markets",7,3,8.4
"20660","markets",8,5,8.4
"25036","markets",7,6,8.4
"495","physical",7,1,8.4
"4668","physical",18,2,8.4
"19269","physical",1,4,8.4
"20428","physical",12,5,8.4
"25376","physical",4,6,8.4
"268","represent",11,1,8.4
"4881","represent",13,2,8.4
"14815","represent",1,3,8.4
"15601","represent",11,4,8.4
"20879","represent",6,5,8.4
"4554","freely",22,2,8.4
"13303","freely",2,3,8.4
"15583","freely",11,4,8.4
"20979","freely",5,5,8.4
"25908","freely",2,6,8.4
"619","active",5,1,8.33333333333333
"5223","active",8,2,8.33333333333333
"12112","active",13,3,8.33333333333333
"15716","active",8,4,8.33333333333333
"20489","active",10,5,8.33333333333333
"25068","active",6,6,8.33333333333333
"298","find",10,1,8.33333333333333
"4815","find",14,2,8.33333333333333
"12251","find",9,3,8.33333333333333
"16075","find",5,4,8.33333333333333
"20819","find",6,5,8.33333333333333
"25099","find",6,6,8.33333333333333
"1169","leading",3,1,8.33333333333333
"5436","leading",7,2,8.33333333333333
"12257","leading",9,3,8.33333333333333
"16632","leading",3,4,8.33333333333333
"20175","leading",22,5,8.33333333333333
"25118","leading",6,6,8.33333333333333
"402","legitimacy",8,1,8.33333333333333
"4635","legitimacy",19,2,8.33333333333333
"12218","legitimacy",10,3,8.33333333333333
"17219","legitimacy",2,4,8.33333333333333
"20570","legitimacy",9,5,8.33333333333333
"25992","legitimacy",2,6,8.33333333333333
"1794","meet",2,1,8.33333333333333
"4822","meet",14,2,8.33333333333333
"12702","meet",4,3,8.33333333333333
"15547","meet",12,4,8.33333333333333
"20517","meet",10,5,8.33333333333333
"24973","meet",8,6,8.33333333333333
"934","play",4,1,8.33333333333333
"5104","play",10,2,8.33333333333333
"12182","play",11,3,8.33333333333333
"15873","play",7,4,8.33333333333333
"20367","play",14,5,8.33333333333333
"25377","play",4,6,8.33333333333333
"1229","purpose",3,1,8.33333333333333
"4493","purpose",25,2,8.33333333333333
"12470","purpose",6,3,8.33333333333333
"15695","purpose",9,4,8.33333333333333
"21569","purpose",3,5,8.33333333333333
"25385","purpose",4,6,8.33333333333333
"238","secretariat",12,1,8.33333333333333
"4496","secretariat",25,2,8.33333333333333
"12753","secretariat",4,3,8.33333333333333
"16148","secretariat",5,4,8.33333333333333
"22259","secretariat",2,5,8.33333333333333
"26154","secretariat",2,6,8.33333333333333
"605","successful",6,1,8.33333333333333
"4837","successful",14,2,8.33333333333333
"13576","successful",2,3,8.33333333333333
"15710","successful",9,4,8.33333333333333
"20403","successful",13,5,8.33333333333333
"25151","successful",6,6,8.33333333333333
"433","understand",8,1,8.33333333333333
"5038","understand",11,2,8.33333333333333
"12402","understand",7,3,8.33333333333333
"16405","understand",4,4,8.33333333333333
"20440","understand",12,5,8.33333333333333
"24991","understand",8,6,8.33333333333333
"7079","atrt",2,2,8.33333333333333
"16895","atrt",2,4,8.33333333333333
"24674","atrt",21,6,8.33333333333333
"106","2008",18,1,8.25
"5341","2008",7,2,8.25
"13646","2008",1,3,8.25
"15797","2008",7,4,8.25
"178","defense",14,1,8.25
"6070","defense",4,2,8.25
"15824","defense",7,4,8.25
"20632","defense",8,5,8.25
"5562","deployment",6,2,8.25
"14042","deployment",1,3,8.25
"20506","deployment",10,5,8.25
"24723","deployment",16,6,8.25
"610","treaties",6,1,8.2
"4479","treaties",26,2,8.2
"12604","treaties",5,3,8.2
"22339","treaties",2,5,8.2
"26213","treaties",2,6,8.2
"4648","adequate",18,2,8.2
"13103","adequate",2,3,8.2
"15455","adequate",14,4,8.2
"20773","adequate",6,5,8.2
"26284","adequate",1,6,8.2
"523","act",6,1,8.16666666666667
"4763","act",15,2,8.16666666666667
"12193","act",10,3,8.16666666666667
"16018","act",5,4,8.16666666666667
"20488","act",10,5,8.16666666666667
"25433","act",3,6,8.16666666666667
"370","although",8,1,8.16666666666667
"4725","although",16,2,8.16666666666667
"12410","although",6,3,8.16666666666667
"15722","although",8,4,8.16666666666667
"20780","although",6,5,8.16666666666667
"25169","although",5,6,8.16666666666667
"638","called",5,1,8.16666666666667
"4529","called",23,2,8.16666666666667
"12504","called",5,3,8.16666666666667
"15910","called",6,4,8.16666666666667
"20693","called",7,5,8.16666666666667
"25467","called",3,6,8.16666666666667
"253","complex",11,1,8.16666666666667
"4976","complex",11,2,8.16666666666667
"12422","complex",6,3,8.16666666666667
"15732","complex",8,4,8.16666666666667
"20619","complex",8,5,8.16666666666667
"25187","complex",5,6,8.16666666666667
"657","definition",5,1,8.16666666666667
"4737","definition",16,2,8.16666666666667
"12291","definition",8,3,8.16666666666667
"15739","definition",8,4,8.16666666666667
"20633","definition",8,5,8.16666666666667
"25299","definition",4,6,8.16666666666667
"114","events",18,1,8.16666666666667
"5256","events",8,2,8.16666666666667
"12295","events",8,3,8.16666666666667
"15627","events",10,4,8.16666666666667
"23127","events",1,5,8.16666666666667
"25312","events",4,6,8.16666666666667
"164","field",15,1,8.16666666666667
"4993","field",11,2,8.16666666666667
"12903","field",3,3,8.16666666666667
"15680","field",9,4,8.16666666666667
"20645","field",8,5,8.16666666666667
"25536","field",3,6,8.16666666666667
"550","goals",6,1,8.16666666666667
"5086","goals",10,2,8.16666666666667
"12213","goals",10,3,8.16666666666667
"15745","goals",8,4,8.16666666666667
"20421","goals",12,5,8.16666666666667
"25553","goals",3,6,8.16666666666667
"592","promotion",6,1,8.16666666666667
"4786","promotion",15,2,8.16666666666667
"12319","promotion",8,3,8.16666666666667
"15552","promotion",12,4,8.16666666666667
"21046","promotion",5,5,8.16666666666667
"25626","promotion",3,6,8.16666666666667
"729","representation",5,1,8.16666666666667
"4642","representation",19,2,8.16666666666667
"12267","representation",9,3,8.16666666666667
"15885","representation",7,4,8.16666666666667
"20880","representation",6,5,8.16666666666667
"25651","representation",3,6,8.16666666666667
"428","source",8,1,8.16666666666667
"4616","source",20,2,8.16666666666667
"13039","source",3,3,8.16666666666667
"15706","source",9,4,8.16666666666667
"20757","source",7,5,8.16666666666667
"26171","source",2,6,8.16666666666667
"1275","stable",3,1,8.16666666666667
"5324","stable",8,2,8.16666666666667
"12329","stable",8,3,8.16666666666667
"17455","stable",2,4,8.16666666666667
"20162","stable",23,5,8.16666666666667
"25255","stable",5,6,8.16666666666667
"366","2004)",8,1,8
"765","accepted",4,1,8
"4596","accepted",20,2,8
"12486","accepted",5,3,8
"15901","accepted",6,4,8
"20771","accepted",6,5,8
"24993","accepted",7,6,8
"2269","administration",1,1,8
"4649","administration",18,2,8
"13694","administration",1,3,8
"15656","administration",9,4,8
"24815","administration",11,6,8
"628","avoid",5,1,8
"4623","avoid",19,2,8
"12414","avoid",6,3,8
"16207","avoid",4,4,8
"20495","avoid",10,5,8
"25278","avoid",4,6,8
"2404","believes",1,1,8
"6013","believes",4,2,8
"12136","believes",12,3,8
"16031","believes",5,4,8
"20134","believes",25,5,8
"26420","believes",1,6,8
"376","c&c",8,1,8
"541","difficult",6,1,8
"4604","difficult",20,2,8
"13228","difficult",2,3,8
"18286","difficult",1,4,8
"20322","difficult",15,5,8
"25306","difficult",4,6,8
"680","final",5,1,8
"4918","final",12,2,8
"12905","final",3,3,8
"15420","final",16,4,8
"21443","final",3,5,8
"24907","final",9,6,8
"396","formao",8,1,8
"397","gamero--garrido",8,1,8
"1141","how",3,1,8
"5165","how",9,2,8
"12925","how",3,3,8
"15303","how",25,4,8
"21467","how",3,5,8
"25217","how",5,6,8
"167","innovative",15,1,8
"4632","innovative",19,2,8
"12683","innovative",4,3,8
"18759","innovative",1,4,8
"20652","innovative",8,5,8
"27027","innovative",1,6,8
"3181","interoperable",1,1,8
"4747","interoperable",16,2,8
"12940","interoperable",3,3,8
"16308","interoperable",4,4,8
"20254","interoperable",18,5,8
"25111","interoperable",6,6,8
"58","learning",26,1,8
"5176","learning",9,2,8
"13384","learning",2,3,8
"15861","learning",7,4,8
"22054","learning",2,5,8
"25990","learning",2,6,8
"410","okinawa",8,1,8
"3631","radio",1,1,8
"5904","radio",5,2,8
"15307","radio",25,4,8
"27473","radio",1,6,8
"3672","registry",1,1,8
"5108","registry",10,2,8
"16725","registry",3,4,8
"20876","registry",6,5,8
"24683","registry",20,6,8
"2018","sharing",2,1,8
"4792","sharing",15,2,8
"12270","sharing",9,3,8
"16383","sharing",4,4,8
"20436","sharing",12,5,8
"25144","sharing",6,6,8
"436","western",8,1,8
"5234","cdt",8,2,8
"5270","hurts",8,2,8
"4583","implement",21,2,8
"12680","implement",4,3,8
"16092","implement",5,4,8
"20992","implement",5,5,8
"25219","implement",5,6,8
"5091","itu-t",10,2,8
"25116","itu-t",6,6,8
"5009","maintain",11,2,8
"12697","maintain",4,3,8
"15955","maintain",6,4,8
"20392","maintain",13,5,8
"25119","maintain",6,6,8
"11106","says",1,2,8
"12084","says",15,3,8
"24144","says",1,5,8
"24755","says",15,6,8
"5036","top",11,2,8
"12480","top",6,3,8
"15791","top",8,4,8
"20900","top",6,5,8
"24934","top",9,6,8
"12279","[adjusted",8,3,8
"15725","bands",8,4,8
"15747","hawtin",8,4,8
"15766","(note",8,4,8
"20316","chamber",15,5,8
"26483","chamber",1,6,8
"20638","etno",8,5,8
"20648","gsma",8,5,8
"20673","recording",8,5,8
"375","but",8,1,7.83333333333333
"4545","but",22,2,7.83333333333333
"12418","but",6,3,7.83333333333333
"16033","but",5,4,7.83333333333333
"20929","but",5,5,7.83333333333333
"26451","but",1,6,7.83333333333333
"1580","draft",2,1,7.83333333333333
"5383","draft",7,2,7.83333333333333
"14097","draft",1,3,7.83333333333333
"15351","draft",20,4,7.83333333333333
"21410","draft",3,5,7.83333333333333
"24759","draft",14,6,7.83333333333333
"1627","expertise",2,1,7.83333333333333
"4655","expertise",18,2,7.83333333333333
"12899","expertise",3,3,7.83333333333333
"17071","expertise",2,4,7.83333333333333
"20712","expertise",7,5,7.83333333333333
"24748","expertise",15,6,7.83333333333333
"256","found",11,1,7.83333333333333
"4862","found",13,2,7.83333333333333
"14246","found",1,3,7.83333333333333
"16283","found",4,4,7.83333333333333
"20461","found",11,5,7.83333333333333
"25025","found",7,6,7.83333333333333
"1171","less",3,1,7.83333333333333
"4445","less",27,2,7.83333333333333
"12947","less",3,3,7.83333333333333
"16635","less",3,4,7.83333333333333
"20516","less",10,5,7.83333333333333
"27133","less",1,6,7.83333333333333
"404","mandate",8,1,7.83333333333333
"4663","mandate",18,2,7.83333333333333
"12957","mandate",3,3,7.83333333333333
"15497","mandate",13,4,7.83333333333333
"22080","mandate",2,5,7.83333333333333
"25586","mandate",3,6,7.83333333333333
"2033","sovereignty",2,1,7.83333333333333
"4361","sovereignty",35,2,7.83333333333333
"12760","sovereignty",4,3,7.83333333333333
"19625","sovereignty",1,4,7.83333333333333
"21291","sovereignty",4,5,7.83333333333333
"27641","sovereignty",1,6,7.83333333333333
"126","educational",17,1,7.8
"5386","educational",7,2,7.8
"15742","educational",8,4,7.8
"21883","educational",2,5,7.8
"25199","educational",5,6,7.8
"674","ethical",5,1,7.8
"6570","ethical",3,2,7.8
"13268","ethical",2,3,7.8
"15292","ethical",26,4,7.8
"21426","ethical",3,5,7.8
"1214","person",3,1,7.8
"4561","person",22,2,7.8
"16133","person",5,4,7.8
"21035","person",5,5,7.8
"25375","person",4,6,7.8
"951","protocol",4,1,7.8
"5902","protocol",5,2,7.8
"15978","protocol",6,4,7.8
"20868","protocol",6,5,7.8
"24701","protocol",18,6,7.8
"437","with",8,1,7.8
"4839","with",14,2,7.8
"16417","with",4,4,7.8
"20537","with",10,5,7.8
"25707","with",3,6,7.8
"5020","overall",11,2,7.8
"12978","overall",3,3,7.8
"16335","overall",4,4,7.8
"20398","overall",13,5,7.8
"24976","overall",8,6,7.8
"220","chinese",12,1,7.75
"4684","chinese",17,2,7.75
"13852","chinese",1,3,7.75
"22683","chinese",1,5,7.75
"488","million",7,1,7.75
"5178","million",9,2,7.75
